transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,address,postcode,state,country,property_valuation
17222,7,3315,2017-05-22 00:00:00,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,39298,6 North Court,3862,VIC,Australia,7
17367,27,3315,2017-02-27 00:00:00,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37698,6 North Court,3862,VIC,Australia,7
17408,75,3315,2017-04-16 00:00:00,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859,6 North Court,3862,VIC,Australia,7
67,2,75,2017-07-03 00:00:00,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41245,4763 Merchant Avenue,2756,New South Wales,Australia,8
2484,35,75,2017-08-22 00:00:00,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527,4763 Merchant Avenue,2756,New South Wales,Australia,8
3660,85,75,2017-08-21 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218,4763 Merchant Avenue,2756,New South Wales,Australia,8
5979,58,75,2017-05-26 00:00:00,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295,4763 Merchant Avenue,2756,New South Wales,Australia,8
14114,99,75,2017-09-21 00:00:00,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556,4763 Merchant Avenue,2756,New South Wales,Australia,8
16770,89,75,2017-08-14 00:00:00,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079,4763 Merchant Avenue,2756,New South Wales,Australia,8
16958,35,75,2017-06-16 00:00:00,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527,4763 Merchant Avenue,2756,New South Wales,Australia,8
18386,23,75,2017-10-31 00:00:00,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244,4763 Merchant Avenue,2756,New South Wales,Australia,8
68,4,1498,2017-09-30 00:00:00,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38258,40 Dexter Crossing,2250,NSW,Australia,9
11968,36,1498,2017-11-18 00:00:00,False,Approved,Solex,Standard,low,medium,945.04,507.58,40336,40 Dexter Crossing,2250,NSW,Australia,9
12891,40,1498,2017-11-20 00:00:00,True,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,39427,40 Dexter Crossing,2250,NSW,Australia,9
15006,27,1498,2017-05-19 00:00:00,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,42696,40 Dexter Crossing,2250,NSW,Australia,9
69,38,1612,2017-10-21 00:00:00,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167,84504 Doe Crossing Road,2441,NSW,Australia,4
1453,89,1612,2017-10-24 00:00:00,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336,84504 Doe Crossing Road,2441,NSW,Australia,4
70,27,2192,2017-05-06 00:00:00,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334,3 Thierer Plaza,4815,QLD,Australia,1
1785,34,2192,2017-11-18 00:00:00,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698,3 Thierer Plaza,4815,QLD,Australia,1
2618,53,2192,2017-08-31 00:00:00,,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470,3 Thierer Plaza,4815,QLD,Australia,1
12359,2,2192,2017-11-04 00:00:00,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41245,3 Thierer Plaza,4815,QLD,Australia,1
14569,85,2192,2017-09-15 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218,3 Thierer Plaza,4815,QLD,Australia,1
14846,0,2192,2017-03-05 00:00:00,False,Approved,,,,,1919.23,,,3 Thierer Plaza,4815,QLD,Australia,1
71,54,419,2017-01-03 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915,7526 Artisan Parkway,4223,QLD,Australia,8
1036,7,419,2017-09-15 00:00:00,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258,7526 Artisan Parkway,4223,QLD,Australia,8
6691,22,419,2017-09-16 00:00:00,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165,7526 Artisan Parkway,4223,QLD,Australia,8
7074,79,419,2017-11-04 00:00:00,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873,7526 Artisan Parkway,4223,QLD,Australia,8
8267,40,419,2017-07-10 00:00:00,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750,7526 Artisan Parkway,4223,QLD,Australia,8
10581,46,419,2017-12-16 00:00:00,False,Approved,Solex,Standard,low,medium,1289.85,74.51,39427,7526 Artisan Parkway,4223,QLD,Australia,8
15499,52,419,2017-05-21 00:00:00,False,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220,7526 Artisan Parkway,4223,QLD,Australia,8
72,77,3307,2017-05-09 00:00:00,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672,1172 Mesta Center,4740,QLD,Australia,2
219,2,3307,2017-11-13 00:00:00,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487,1172 Mesta Center,4740,QLD,Australia,2
9117,50,3307,2017-05-31 00:00:00,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337,1172 Mesta Center,4740,QLD,Australia,2
13655,79,3307,2017-09-03 00:00:00,True,Approved,Solex,Touring,medium,large,2083.94,675.03,41533,1172 Mesta Center,4740,QLD,Australia,2
19228,45,3307,2017-12-14 00:00:00,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258,1172 Mesta Center,4740,QLD,Australia,2
73,22,2430,2017-07-23 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165,57769 Gulseth Lane,2040,NSW,Australia,10
2300,50,2430,2017-08-17 00:00:00,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668,57769 Gulseth Lane,2040,NSW,Australia,10
9841,35,2430,2017-05-04 00:00:00,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527,57769 Gulseth Lane,2040,NSW,Australia,10
13343,3,2430,2017-09-06 00:00:00,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167,57769 Gulseth Lane,2040,NSW,Australia,10
74,56,1506,2017-01-21 00:00:00,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707,6 Canary Plaza,2223,NSW,Australia,8
2157,73,1506,2017-11-12 00:00:00,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499,6 Canary Plaza,2223,NSW,Australia,8
2843,90,1506,2017-12-30 00:00:00,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482,6 Canary Plaza,2223,NSW,Australia,8
2956,54,1506,2017-09-05 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915,6 Canary Plaza,2223,NSW,Australia,8
5216,46,1506,2017-07-04 00:00:00,False,Approved,Solex,Standard,low,medium,1289.85,74.51,39427,6 Canary Plaza,2223,NSW,Australia,8
6195,60,1506,2017-03-21 00:00:00,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779,6 Canary Plaza,2223,NSW,Australia,8
11345,97,1506,2017-12-11 00:00:00,False,Approved,Solex,Standard,medium,large,202.62,151.96,42458,6 Canary Plaza,2223,NSW,Australia,8
11459,11,1506,2017-08-05 00:00:00,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298,6 Canary Plaza,2223,NSW,Australia,8
16933,59,1506,2017-09-27 00:00:00,True,Approved,Solex,Standard,medium,large,1061.56,733.58,34170,6 Canary Plaza,2223,NSW,Australia,8
19207,10,1506,2017-01-27 00:00:00,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701,6 Canary Plaza,2223,NSW,Australia,8
75,58,1346,2017-06-20 00:00:00,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295,5 Springview Terrace,3620,VIC,Australia,4
7935,30,1346,2017-11-07 00:00:00,True,Approved,Solex,Standard,high,medium,748.17,448.9,33552,5 Springview Terrace,3620,VIC,Australia,4
8632,48,1346,2017-06-12 00:00:00,True,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848,5 Springview Terrace,3620,VIC,Australia,4
9083,72,1346,2017-12-15 00:00:00,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710,5 Springview Terrace,3620,VIC,Australia,4
9186,71,1346,2017-01-13 00:00:00,True,Approved,Solex,Standard,high,large,1842.92,1105.75,34996,5 Springview Terrace,3620,VIC,Australia,4
9974,73,1346,2017-05-14 00:00:00,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499,5 Springview Terrace,3620,VIC,Australia,4
12024,3,1346,2017-02-03 00:00:00,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167,5 Springview Terrace,3620,VIC,Australia,4
14278,2,1346,2017-12-14 00:00:00,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41245,5 Springview Terrace,3620,VIC,Australia,4
19382,53,1346,2017-10-29 00:00:00,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470,5 Springview Terrace,3620,VIC,Australia,4
76,22,927,2017-03-10 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,33552,2309 Gulseth Way,3199,VIC,Australia,8
11278,24,927,2017-02-16 00:00:00,True,Approved,Solex,Road,medium,large,1777.8,820.78,39031,2309 Gulseth Way,3199,VIC,Australia,8
19489,75,927,2017-03-08 00:00:00,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,33429,2309 Gulseth Way,3199,VIC,Australia,8
77,50,763,2017-06-02 00:00:00,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668,08 Vidon Center,2143,NSW,Australia,5
2787,12,763,2017-02-03 00:00:00,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216,08 Vidon Center,2143,NSW,Australia,5
7441,94,763,2017-07-14 00:00:00,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434,08 Vidon Center,2143,NSW,Australia,5
11212,74,763,2017-08-16 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668,08 Vidon Center,2143,NSW,Australia,5
15870,79,763,2017-02-24 00:00:00,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873,08 Vidon Center,2143,NSW,Australia,5
16053,13,763,2017-10-17 00:00:00,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560,08 Vidon Center,2143,NSW,Australia,5
78,80,2397,2017-11-07 00:00:00,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,36145,44083 Village Court,2142,NSW,Australia,7
3617,33,2397,2017-10-25 00:00:00,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,38750,44083 Village Court,2142,NSW,Australia,7
6163,51,2397,2017-04-10 00:00:00,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,35470,44083 Village Court,2142,NSW,Australia,7
8652,67,2397,2017-09-10 00:00:00,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,42710,44083 Village Court,2142,NSW,Australia,7
10296,69,2397,2017-04-13 00:00:00,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,34996,44083 Village Court,2142,NSW,Australia,7
14082,69,2397,2017-10-22 00:00:00,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879,44083 Village Court,2142,NSW,Australia,7
16072,3,2397,2017-06-13 00:00:00,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167,44083 Village Court,2142,NSW,Australia,7
16807,13,2397,2017-07-30 00:00:00,True,Approved,Solex,Standard,medium,medium,1163.89,589.27,34586,44083 Village Court,2142,NSW,Australia,7
19643,23,2397,2017-02-10 00:00:00,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244,44083 Village Court,2142,NSW,Australia,7
79,87,102,2017-09-12 00:00:00,True,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,35667,55850 Butterfield Road,2168,New South Wales,Australia,9
2034,34,102,2017-11-18 00:00:00,False,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698,55850 Butterfield Road,2168,New South Wales,Australia,9
4749,15,102,2017-08-19 00:00:00,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693,55850 Butterfield Road,2168,New South Wales,Australia,9
5240,86,102,2017-03-27 00:00:00,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206,55850 Butterfield Road,2168,New South Wales,Australia,9
5339,59,102,2017-04-22 00:00:00,True,Approved,Solex,Standard,medium,large,1061.56,733.58,34170,55850 Butterfield Road,2168,New South Wales,Australia,9
11394,65,102,2017-05-08 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145,55850 Butterfield Road,2168,New South Wales,Australia,9
13567,76,102,2017-04-09 00:00:00,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922,55850 Butterfield Road,2168,New South Wales,Australia,9
80,15,2884,2017-12-16 00:00:00,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693,8369 Golf Court,2777,NSW,Australia,9
5293,86,2884,2017-03-12 00:00:00,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206,8369 Golf Court,2777,NSW,Australia,9
11133,40,2884,2017-12-10 00:00:00,True,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750,8369 Golf Court,2777,NSW,Australia,9
12332,50,2884,2017-11-23 00:00:00,False,Cancelled,WeareA2B,Standard,medium,small,175.89,131.92,37668,8369 Golf Court,2777,NSW,Australia,9
13056,77,2884,2017-05-14 00:00:00,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553,8369 Golf Court,2777,NSW,Australia,9
17294,50,2884,2017-02-04 00:00:00,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668,8369 Golf Court,2777,NSW,Australia,9
18166,89,2884,2017-10-14 00:00:00,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079,8369 Golf Court,2777,NSW,Australia,9
18647,46,2884,2017-07-08 00:00:00,False,Approved,Solex,Standard,low,medium,1289.85,74.51,39427,8369 Golf Court,2777,NSW,Australia,9
81,84,759,2017-10-07 00:00:00,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879,4 Vahlen Junction,2227,NSW,Australia,10
665,35,759,2017-10-09 00:00:00,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688,4 Vahlen Junction,2227,NSW,Australia,10
3658,72,759,2017-09-05 00:00:00,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295,4 Vahlen Junction,2227,NSW,Australia,10
4115,91,759,2017-08-01 00:00:00,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922,4 Vahlen Junction,2227,NSW,Australia,10
6252,59,759,2017-12-07 00:00:00,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626,4 Vahlen Junction,2227,NSW,Australia,10
8224,90,759,2017-07-13 00:00:00,True,Approved,Solex,Standard,low,medium,945.04,507.58,35052,4 Vahlen Junction,2227,NSW,Australia,10
8537,56,759,2017-02-15 00:00:00,False,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244,4 Vahlen Junction,2227,NSW,Australia,10
13713,86,759,2017-02-17 00:00:00,,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698,4 Vahlen Junction,2227,NSW,Australia,10
18333,50,759,2017-05-09 00:00:00,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337,4 Vahlen Junction,2227,NSW,Australia,10
82,21,773,2017-04-27 00:00:00,True,Approved,Solex,Standard,medium,large,1071.23,380.74,40670,88 Bay Drive,4305,QLD,Australia,3
126,53,773,2017-04-01 00:00:00,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,37823,88 Bay Drive,4305,QLD,Australia,3
1327,99,773,2017-03-20 00:00:00,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556,88 Bay Drive,4305,QLD,Australia,3
3631,10,773,2017-08-23 00:00:00,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,38693,88 Bay Drive,4305,QLD,Australia,3
8489,15,773,2017-06-10 00:00:00,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693,88 Bay Drive,4305,QLD,Australia,3
9944,71,773,2017-10-19 00:00:00,False,Approved,Solex,Standard,high,large,1842.92,1105.75,40553,88 Bay Drive,4305,QLD,Australia,3
14835,37,773,2017-08-13 00:00:00,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,39526,88 Bay Drive,4305,QLD,Australia,3
16864,87,773,2017-10-14 00:00:00,False,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,38482,88 Bay Drive,4305,QLD,Australia,3
84,33,3297,2017-11-02 00:00:00,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888,50 Declaration Junction,3213,VIC,Australia,6
4550,4,3297,2017-10-27 00:00:00,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573,50 Declaration Junction,3213,VIC,Australia,6
4729,50,3297,2017-08-13 00:00:00,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668,50 Declaration Junction,3213,VIC,Australia,6
11668,50,3297,2017-07-02 00:00:00,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668,50 Declaration Junction,3213,VIC,Australia,6
11911,53,3297,2017-01-14 00:00:00,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470,50 Declaration Junction,3213,VIC,Australia,6
12627,18,3297,2017-08-14 00:00:00,False,Approved,Solex,Standard,medium,medium,575.27,431.45,41345,50 Declaration Junction,3213,VIC,Australia,6
85,84,2434,2017-02-13 00:00:00,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339,1966 Glendale Avenue,4207,QLD,Australia,4
1157,64,2434,2017-02-17 00:00:00,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047,1966 Glendale Avenue,4207,QLD,Australia,4
1589,37,2434,2017-11-09 00:00:00,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361,1966 Glendale Avenue,4207,QLD,Australia,4
2891,48,2434,2017-07-08 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848,1966 Glendale Avenue,4207,QLD,Australia,4
5024,100,2434,2017-05-10 00:00:00,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364,1966 Glendale Avenue,4207,QLD,Australia,4
11643,21,2434,2017-03-06 00:00:00,False,Approved,Solex,Standard,medium,large,1071.23,380.74,35160,1966 Glendale Avenue,4207,QLD,Australia,4
15486,32,2434,2017-11-30 00:00:00,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337,1966 Glendale Avenue,4207,QLD,Australia,4
15522,19,2434,2017-12-30 00:00:00,False,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880,1966 Glendale Avenue,4207,QLD,Australia,4
17380,73,2434,2017-04-05 00:00:00,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499,1966 Glendale Avenue,4207,QLD,Australia,4
86,1,1861,2017-07-19 00:00:00,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38258,7939 Toban Crossing,2770,NSW,Australia,7
2292,17,1861,2017-12-01 00:00:00,True,Approved,Solex,Standard,high,medium,1024.66,614.8,39880,7939 Toban Crossing,2770,NSW,Australia,7
7600,35,1861,2017-10-12 00:00:00,True,Cancelled,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527,7939 Toban Crossing,2770,NSW,Australia,7
12450,36,1861,2017-01-28 00:00:00,False,Approved,Solex,Standard,low,medium,945.04,507.58,39526,7939 Toban Crossing,2770,NSW,Australia,7
12743,30,1861,2017-09-20 00:00:00,False,Approved,Solex,Standard,high,medium,748.17,448.9,35052,7939 Toban Crossing,2770,NSW,Australia,7
15428,55,1861,2017-03-17 00:00:00,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,40779,7939 Toban Crossing,2770,NSW,Australia,7
87,27,1233,2017-05-23 00:00:00,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,33455,26 Lotheville Court,2085,NSW,Australia,11
3946,93,1233,2017-09-05 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,33364,26 Lotheville Court,2085,NSW,Australia,11
5114,58,1233,2017-12-16 00:00:00,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,34143,26 Lotheville Court,2085,NSW,Australia,11
7330,28,1233,2017-09-26 00:00:00,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,34527,26 Lotheville Court,2085,NSW,Australia,11
8417,49,1233,2017-10-01 00:00:00,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41009,26 Lotheville Court,2085,NSW,Australia,11
10449,1,1233,2017-07-02 00:00:00,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688,26 Lotheville Court,2085,NSW,Australia,11
10460,83,1233,2017-07-15 00:00:00,True,Approved,Solex,Touring,medium,large,2083.94,675.03,34079,26 Lotheville Court,2085,NSW,Australia,11
14510,83,1233,2017-04-17 00:00:00,True,Approved,Solex,Touring,medium,large,2083.94,675.03,36367,26 Lotheville Court,2085,NSW,Australia,11
17376,63,1233,2017-05-04 00:00:00,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,33879,26 Lotheville Court,2085,NSW,Australia,11
88,31,1390,2017-08-06 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,34079,02701 Talmadge Junction,3082,VIC,Australia,7
1617,88,1390,2017-01-31 00:00:00,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,41345,02701 Talmadge Junction,3082,VIC,Australia,7
5647,100,1390,2017-06-02 00:00:00,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,34165,02701 Talmadge Junction,3082,VIC,Australia,7
6089,89,1390,2017-12-29 00:00:00,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336,02701 Talmadge Junction,3082,VIC,Australia,7
6210,0,1390,2017-12-03 00:00:00,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,42560,02701 Talmadge Junction,3082,VIC,Australia,7
6367,0,1390,2017-08-26 00:00:00,False,Approved,Solex,Standard,medium,medium,478.16,298.72,40487,02701 Talmadge Junction,3082,VIC,Australia,7
7734,69,1390,2017-03-15 00:00:00,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,33429,02701 Talmadge Junction,3082,VIC,Australia,7
16264,0,1390,2017-09-16 00:00:00,False,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,33364,02701 Talmadge Junction,3082,VIC,Australia,7
18934,81,1390,2017-06-25 00:00:00,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,41848,02701 Talmadge Junction,3082,VIC,Australia,7
89,0,2682,2017-04-04 00:00:00,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,40303,446 Warrior Pass,4740,QLD,Australia,5
369,32,2682,2017-07-29 00:00:00,False,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,41434,446 Warrior Pass,4740,QLD,Australia,5
3896,46,2682,2017-07-07 00:00:00,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40336,446 Warrior Pass,4740,QLD,Australia,5
4435,62,2682,2017-11-22 00:00:00,True,Approved,Solex,Standard,high,medium,1024.66,614.8,41345,446 Warrior Pass,4740,QLD,Australia,5
4956,0,2682,2017-06-16 00:00:00,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36367,446 Warrior Pass,4740,QLD,Australia,5
7470,90,2682,2017-07-17 00:00:00,False,Approved,Solex,Standard,low,medium,945.04,507.58,39526,446 Warrior Pass,4740,QLD,Australia,5
10710,0,2682,2017-01-26 00:00:00,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206,446 Warrior Pass,4740,QLD,Australia,5
14133,0,2682,2017-05-04 00:00:00,True,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,38002,446 Warrior Pass,4740,QLD,Australia,5
90,62,439,2017-08-15 00:00:00,True,Approved,Solex,Standard,medium,medium,478.16,298.72,34143,8788 Armistice Trail,3806,VIC,Australia,8
6729,32,439,2017-06-28 00:00:00,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337,8788 Armistice Trail,3806,VIC,Australia,8
8014,65,439,2017-09-22 00:00:00,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145,8788 Armistice Trail,3806,VIC,Australia,8
8330,62,439,2017-03-17 00:00:00,False,Approved,Solex,Standard,medium,medium,478.16,298.72,34143,8788 Armistice Trail,3806,VIC,Australia,8
15886,51,439,2017-08-27 00:00:00,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009,8788 Armistice Trail,3806,VIC,Australia,8
16698,96,439,2017-02-12 00:00:00,,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539,8788 Armistice Trail,3806,VIC,Australia,8
91,17,1579,2017-04-15 00:00:00,True,Approved,Solex,Standard,high,medium,1024.66,614.8,35160,82 Hanover Avenue,2101,NSW,Australia,10
578,63,1579,2017-10-13 00:00:00,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,38647,82 Hanover Avenue,2101,NSW,Australia,10
1057,68,1579,2017-01-25 00:00:00,False,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,34996,82 Hanover Avenue,2101,NSW,Australia,10
2021,35,1579,2017-03-02 00:00:00,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527,82 Hanover Avenue,2101,NSW,Australia,10
4034,21,1579,2017-11-20 00:00:00,False,Approved,Solex,Standard,medium,large,1071.23,380.74,40670,82 Hanover Avenue,2101,NSW,Australia,10
10191,91,1579,2017-09-29 00:00:00,True,Approved,Solex,Standard,medium,medium,100.35,75.26,36833,82 Hanover Avenue,2101,NSW,Australia,10
10889,51,1579,2017-06-24 00:00:00,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,35707,82 Hanover Avenue,2101,NSW,Australia,10
13924,61,1579,2017-05-20 00:00:00,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,34143,82 Hanover Avenue,2101,NSW,Australia,10
19036,71,1579,2017-02-18 00:00:00,True,Approved,Solex,Standard,high,large,1842.92,1105.75,37873,82 Hanover Avenue,2101,NSW,Australia,10
19861,37,1579,2017-08-21 00:00:00,False,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,34071,82 Hanover Avenue,2101,NSW,Australia,10
92,73,2984,2017-07-25 00:00:00,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,36668,0 Hayes Hill,2106,NSW,Australia,11
2990,43,2984,2017-03-30 00:00:00,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,37668,0 Hayes Hill,2106,NSW,Australia,11
4028,55,2984,2017-04-13 00:00:00,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,35707,0 Hayes Hill,2106,NSW,Australia,11
16022,56,2984,2017-07-04 00:00:00,,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,42295,0 Hayes Hill,2106,NSW,Australia,11
16559,17,2984,2017-06-09 00:00:00,False,Approved,Solex,Standard,high,medium,1024.66,614.8,34244,0 Hayes Hill,2106,NSW,Australia,11
93,33,3470,2017-11-28 00:00:00,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,36498,176 Sutteridge Alley,3121,VIC,Australia,11
656,26,3470,2017-12-28 00:00:00,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,42218,176 Sutteridge Alley,3121,VIC,Australia,11
